   0.0000000000000000e+00	   0.0000000000000000e+00	   8.8673299999999999e-01	   0.0000000000000000e+00	   9.9941199999999997e-01	   2.9215000000000001e-02	  -5.2499999999999997e-04	  -1.7963000000000000e-02	  -2.5603447153877051e-02	  -4.2001710124617252e-02	   1.2066088940994790e-02	   2.7858999999999998e-02	   1.6185942841011460e-02	  -2.3360913365568916e-02	   2.2551383760064579e-04	  -4.8933107628293553e-02	   7.7785581852988742e-02	   1.4186000000000001e-02	  -7.2703678742327763e-02	   1.3930088822250995e-02	   1.1392991497490962e-03	  -1.1000542668215858e-02	   8.5774638811838178e-04	  -5.0959807285097629e-02	  -1.9557898373940416e-01	   1.5132146069482777e+00	  -1.4893400000000001e-01	  -2.5069623523261203e-01	   1.4629418594894888e-01	  -1.3838661027105432e+00	   2.4046300000000001e-01	
   3.3332000000000001e-02	  -2.0268000000000001e-02	   9.0937900000000005e-01	   7.3499999999999998e-04	   9.9919700000000000e-01	   3.0394999999999998e-02	   8.4250000000000002e-03	  -2.4695999999999999e-02	  -2.6477588275055319e-02	  -2.9104089204779568e-02	  -5.8474747636764177e-02	   6.4696000000000004e-02	   2.0200950501877235e-01	  -4.2814221018415928e-02	  -4.7318486910369467e-03	  -6.6050577477748118e-02	   1.4623916702292813e-02	   1.4253999999999999e-02	   2.0200950501877235e-01	   4.2814221018415928e-02	  -3.1660605362870691e-03	   2.2079220004553863e-03	  -5.1495307686948173e-05	   9.0798587003088058e-02	  -2.9070419721936902e-01	   1.7373292149636133e+00	  -1.7198600000000003e-01	  -4.0253641852930533e-01	   2.7057817119965422e-01	  -1.5559894137834596e+00	   2.3334900000000000e-01	
   6.6664000000000001e-02	  -5.2470000000000003e-02	   9.2636499999999999e-01	   1.5900000000000001e-03	   9.9875199999999997e-01	   2.7533999999999999e-02	   1.3981000000000000e-02	  -3.9254999999999998e-02	  -2.5622680752247398e-02	  -1.4296807373567629e-03	  -1.9760580454308485e-01	   1.6170699999999999e-01	   3.5138763684410912e-01	  -4.4972756786612847e-02	  -2.3417365326507223e-02	  -8.2684815740934114e-02	  -1.1204424394317922e-01	   1.4309000000000002e-02	   3.5138763684410912e-01	   4.4972756786612847e-02	  -6.6683657769705373e-03	   4.1105194892699211e-02	   1.2192220621569448e-03	  -9.1681245631591426e-02	  -6.1919274200558941e-02	   2.1579084045894983e+00	  -2.7956900000000007e-01	  -3.9519328056404135e-01	   3.5751081020789516e-01	  -1.9063958824468028e+00	   2.3761199999999999e-01	
   9.9996000000000002e-02	  -9.4892000000000004e-02	   9.1660900000000001e-01	   2.8080000000000002e-03	   9.9713499999999999e-01	   2.2224000000000001e-02	   1.2392000000000000e-02	  -7.1243000000000001e-02	   7.8224604668335571e-02	   4.8744613488487451e-03	  -4.3267282443849819e-01	   3.4978799999999999e-01	   3.8501940910358207e-01	  -9.9442214516203536e-03	  -3.6275219432316090e-02	  -8.1130453761165580e-02	  -3.4625201440029602e-01	   1.8795899999999999e-01	   3.8501940910358207e-01	   9.9442214516203536e-03	  -5.1650782677233505e-03	   1.0310400343701005e-01	   5.2748822885518082e-03	   5.3293800639710884e-02	   5.4902379581365779e-01	   2.5144753085904319e+00	  -4.4109700000000007e-01	  -3.8086577709494274e-01	   1.3237998805324508e-01	  -2.3299895445054455e+00	   3.0692700000000001e-01	
   1.3332800000000000e-01	  -1.4482500000000001e-01	   8.9505299999999999e-01	   1.6100000000000001e-04	   9.9221099999999995e-01	   3.2081999999999999e-02	   9.3329999999999993e-03	  -1.2000300000000000e-01	   8.7478936299193316e-02	  -4.3584848586024419e-02	  -7.6579565544827688e-01	   6.2557300000000016e-01	   3.8047487687606329e-01	  -5.8820254172300209e-04	  -7.5688587011231781e-02	  -9.5039086469247150e-02	  -7.1092837207292137e-01	   5.2570899999999998e-01	   3.8047487687606329e-01	   5.8820254172300209e-04	  -5.4038583167083810e-04	   1.6671606840022971e-01	   7.2481911909411372e-03	   5.5603648263545857e-01	   5.6021740989804159e-01	   2.6940805371556391e+00	  -3.6641899999999999e-01	  -7.7113230744343242e-01	  -1.2507959805953472e-01	  -2.5705027206985411e+00	   3.4398600000000001e-01	
   1.6666000000000000e-01	  -1.8835199999999999e-01	   8.3764899999999998e-01	  -3.2499999999999999e-03	   9.8327399999999998e-01	   2.6216000000000000e-02	   1.0508999999999999e-02	  -1.7993000000000001e-01	   5.7198857075825844e-02	  -2.7997452219003342e-02	  -1.1276578323834807e+00	   8.7396499999999999e-01	   3.3939611366771344e-01	   3.3207178214611373e-03	  -1.1651122640639568e-01	  -5.3308099129181399e-02	  -1.0777019618670853e+00	   8.1969999999999998e-01	   3.3939611366771344e-01	  -3.3207178214611373e-03	  -7.2059104591743897e-03	   1.9747287867051458e-01	   2.6212313078397987e-02	   1.0384510409580443e+00	   3.2295790760304205e-01	   2.6033278586954225e+00	  -2.2929400000000000e-01	  -1.2695969700124303e+00	  -5.8159941502872951e-02	  -2.6111801405522810e+00	   2.9060500000000000e-01	
   1.9999200000000000e-01	  -2.1357899999999999e-01	   7.6353000000000004e-01	  -6.1419999999999999e-03	   9.7357099999999996e-01	   2.4442999999999999e-02	   9.9909999999999999e-03	  -2.2685000000000000e-01	   4.0942401230213595e-02	  -2.4923603487591151e-02	  -1.4273174202272478e+00	   1.1202340000000000e+00	   2.0339578253543711e-01	  -1.0295513094121115e-02	  -1.2483203018173802e-01	  -8.4063500045513002e-03	  -1.3654657492601856e+00	   1.0728560000000000e+00	   2.0339578253543711e-01	   1.0295513094121115e-02	  -7.9443635734473758e-03	   1.6451180966649742e-01	   2.7230455688468165e-02	   1.8329382211091287e+00	  -4.8916471584596849e-01	   2.2251541781854316e+00	  -1.7824400000000001e-01	  -1.6295101253588486e+00	   1.0467823882444002e-01	  -2.4296049516283156e+00	   2.3426500000000003e-01	
   2.3332400000000000e-01	  -2.2032800000000000e-01	   6.6174200000000005e-01	  -3.7680000000000001e-03	   9.7625499999999998e-01	   1.9663000000000000e-02	   2.0496000000000000e-02	  -2.1475500000000000e-01	   3.2968740941921142e-02	  -3.6657315709420060e-02	  -1.5358441071638054e+00	   1.3517800000000000e+00	  -8.1492829624277383e-02	   5.0531826964850292e-03	  -8.9395922614758538e-02	   2.0149593740505664e-02	  -1.5326175294608093e+00	   1.3748170000000000e+00	  -8.1492829624277383e-02	  -5.0531826964850292e-03	  -4.8857744939282063e-03	   1.1840540795649304e-01	   2.6792751587198627e-02	   1.6054254646014476e+00	  -1.5191157583655795e-01	   1.7089100437061204e+00	  -2.4470400000000000e-01	  -1.1337958215397841e+00	  -2.7645079692087143e-01	  -1.8549914372717351e+00	   1.7928300000000003e-01	
   2.6665600000000000e-01	  -2.3733399999999999e-01	   6.2694799999999995e-01	  -2.1770000000000001e-03	   9.9794300000000002e-01	   4.5430000000000002e-03	   4.2119999999999998e-02	  -4.8124000000000000e-02	   3.1880944325444826e-04	  -1.1542526646218389e-02	  -1.2793778361725576e+00	   1.5132090000000002e+00	  -1.4423639985478240e-01	   1.8583181881948064e-02	  -4.9693352992158095e-02	   3.4917851261142337e-02	  -1.2504904452618444e+00	   1.5294669999999999e+00	  -1.4423639985478240e-01	  -1.8583181881948064e-02	  -5.3533517704317814e-04	   1.3391404188566186e-01	   2.5736573783309472e-02	  -2.9027518642182137e-01	  -4.0176422331322054e-01	   1.7125847682156174e+00	  -1.4703600000000003e-01	   2.9027518642182137e-01	   4.0176422331322054e-01	  -1.7125847682156174e+00	   4.1332400000000002e-01	
   2.9998800000000003e-01	  -2.7751900000000002e-01	   6.2431400000000004e-01	  -5.1749999999999999e-03	   9.9666900000000003e-01	  -1.0241000000000000e-02	   4.7480000000000001e-02	   6.5519999999999995e-02	   2.5609788754503145e-02	   2.5274227135177957e-03	  -1.1168203187207748e+00	   1.5723560000000001e+00	  -1.4385866827172611e-01	   1.4288753319557606e-02	  -9.6965282156043817e-02	   6.7686019139260617e-02	  -1.0633677085044986e+00	   1.5596570000000001e+00	  -1.4385866827172611e-01	  -1.4288753319557606e-02	   1.0326107790362409e-02	   5.5581613282883781e-02	   2.2436352995831212e-02	  -1.5840022756322620e+00	  -7.5168465363470371e-01	   2.7630550435022254e+00	  -7.9229300000000003e-01	   1.4555380597946186e+00	   9.4342311491824826e-01	  -2.7096304738779295e+00	   7.0938900000000005e-01	
